plate,status,category,reviewer_comments,review_reason_code,customer_meaning
SIXXX8,Rejected,Sexual connotation,3 X'S ARE A SEXUAL REFERENCE,1,I HAVE A 1968 MERCURY COUGAR
SLIK88,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,THE VEHICLE IS A SLICK 1988 PORSCHE
SLUGBG,Accepted,Vulgar or degrading term,"MOST LIKELY SLUG BUG, BUT SLUG IS ALSO ANOTHER WORD FOR BULLETS, WEAPON REFERENCE",2,WE USED TO REFER TO RED VW BEETLES AS SLUG BUGS
SMKNBYU,Rejected,Vulgar or degrading term,"YOU, HOSTILE",2,DRIVING PAST YOU
SNAKED1,Accepted,Sexual connotation,"NAKED, SEXUAL REFERENCE",1,VIPER IS A SNAKE
SOFKD,Rejected,Swear word or profane,SO FUCKED,3,FIRST 3 LETTERS OF MY GIRLFRIENDS NAME AND HER MIDDLE AND LAST INITIAL.
SPBLS1,Rejected,Sexual connotation,"BALLS, SEXUAL REFERENCE",1,ST. PETER'S BLESSED ONE
STONEYC,Rejected,Sexual connotation,"THE C COULD STAND FOR COCK, STONEY COCK, SEXUAL REFERENCE",1,NAME OF A VERY CLOSE FRIEND WHO HAS  PASSED AWAY.
STR8RKT,Accepted,Vulgar or degrading term,"ROCKET, WEAPON REFERENCE",2,IT MEANS GETTING OUTDONE IN A SPORT
SVTRAP1,Accepted,Vulgar or degrading term,"TRAP, DRUG REFERENCE",2,MY TRUCKS BRAND
TATA4NW,Rejected,Sexual connotation,"TATA FOR NOW, BUT TATA CAN BE ANOTHER WORD FOR BREASTS",1,IT MEANS I'M LEAVING
THEDSL,Accepted,Sexual connotation,DSL CAN STAND FOR DICK SUCKING LIPS,1,THE DIESEL TRUCK
TINAQ5O,Rejected,Misrepresents law enforcement,"5O, POLICE REFERENCE",5,PART OF MY NAME AND THE TYPE OF CAR I HAVE
TORRFML,Rejected,Swear word or profane,FML CAN STAND FOR FUCK MY LIFE,3,TORRES FAMILY
TRASHYB,Rejected,Swear word or profane,TRASHY BITCH,3,"THE VEHICLE OWNERS HIGH SCHOOL RAVE NICKNAME & ""B"" AS IN THE NEW YORK  SLANG FOR ""BROTHER"" OR ""HOMIE"""
UBSALTY,Rejected,Vulgar or degrading term,"YOU, HOSTILE",2,SALTY IS A FUNNY WAY OF SAYING THEYRE KIND OF UPSET AND I CHOSE THIS PLATE BECAUSE PEOPLE ARE ALWAYS SURPRISED ABOUT HOW YOUNG I AM AND THE CAR I HAVE
VDR5O,Rejected,Misrepresents law enforcement,"5O, POLICE REFERENCE",5,VADER 5.0
VETTYFN,Rejected,Swear word or profane,FN CAN STAND FOR FUCKIN,3,ITS A CORVETTE AND ITS FUN
VGARDEN,Rejected,Sexual connotation,"THE V COULD STAND FOR VAGINA, SEXUAL REFERENCE",1,THE NAME OF PRESCHOOL I OWN
VIIXVII,Rejected,Vulgar or degrading term,"7O7, AREA CODE",2,ROMAN NUMERALS. BIRTH DATE. 7/17
V8GT5O,Accepted,Misrepresents law enforcement,"5O, POLICE REFERENCE",5,V8 GT 5.0 THIS IS FOR A 2017 MUSTANG GT WITH A 5.0 V8
WARZL1,Rejected,Vulgar or degrading term,"WAR, HOSTILE",2,SAME FIRST LETTERS OF MY FIRST CAR &  CURRENT MODEL OF MY CAMARO
WESTG,Rejected,Vulgar or degrading term,"G, GANG REFERENCE",2,SON'S NAME
WHTEHOE,Rejected,Swear word or profane,"HOE, PROFANITY",3,DESC OF VEHH
WILLYVW,Rejected,Sexual connotation,WILLY CAN BE ANOTHER WORD FOR PENIS,1,"SINGER, WILLIE NELSON"
XXXCAT,Rejected,Sexual connotation,3 X'S ARE A SEXUAL REFERENCE,1,2016 DODGE HELLCAT
YOBRAA,Accepted,Sexual connotation,"BRAA PROBABLY MEANS BRO, BUT BRA IS A SEXUAL REFERENCE",1,FRIENDLY GREETING USED BY SURFERS
ZYH18,Rejected,Vulgar or degrading term,"18, GANG REFERENCE",2,"THIS IS THE NAME OF MY GIRLFRIEND AND I WANT IT ON MY CAR BEFORE HER 18  BIRTHDAY IN DECEMBER. I WANT HER KNOW THAT IN MY HEART, SHE WILL ALWAYS  BE LIKE 18."
ZY88,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,ABBREVIATED FORM OF ME AND MY WIFE'S  NAME AND TWO DIGITAL
1MNM3,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,MY INITIALS AND BIRTHDAY
1OFMYVS,Rejected,Sexual connotation,IM ASSUMING THE V COULD STAND FOR VAGINA AS PER THE CUSTOMERS DEFINITION,1,ONE OF TWO THINGS IMPORTANT IN MY LIFE  WITH V BEING THE NICKNAME
1WETT69,Rejected,Sexual connotation,"69, SEXUAL REFERENCE",1,THE YEAR OF MY 69 CAMARO.
1117,Accepted,Deleted from series,ALL DIGITS,6,FAMILY SOCCER NUMBERS
11846,Accepted,Deleted from series,ALL DIGITS,6,BADGE NUMBER
12213,Accepted,Vulgar or degrading term,"13, GANG REFERENCE",2,SIGNIFICANT DATE
13JK187,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,NO MEANING
13STLRS,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,"FAVORITE COLORS, NUMBER, AND FOOTBALL TEAM"
13766,Accepted,Vulgar or degrading term,"13, GANG REFERENCE",2,PERSONAL ID NUMBER
1969F1,Accepted,Sexual connotation,"69, SEXUAL REFERENCE",1,I DRIVE A 1969 FORD F100 CLASSIC TRUCK. I WOULD LIKE THE LICENSE PLATE TO RESEMBLE WHAT YEAR AND MODEL THE TRUCK IS.
2P1STNK,Rejected,Sexual connotation,"2 IN THE PINK, 1 IN THE STINK, A VERY VULGAR SEXUAL PHRASE",1,RACE TEAM
2ZLO4U,Rejected,Vulgar or degrading term,"YOU, HOSTILE",2,PERSONAL
213ND88,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,BIRTHDAY
4EATWRX,Rejected,Sexual connotation,"EAT, SEXUAL REFERENCE",1,AUTOMATIC WRX
4O764T1,Rejected,Deleted from series,LOOK ALIKE,6,CURRENT LICENCE PLATE
4PURGEN,Rejected,Vulgar or degrading term,"PURGING MEANS TO GED RID OF, COULD BE CONSIDERED A HOSTILE TERM ESPECIALLY AFTER THE MOVIES CAME OUT",2,FOR CLEANING
4517OC2,Rejected,Deleted from series,LOOK ALIKE,6,I S THE ACTUAL PLATE
5OGNG,Rejected,Misrepresents law enforcement,"5O, POLICE REFERENCE. GNG GANG REFERENCE",5,FORD MUSTANG
559RAZA,Rejected,Vulgar or degrading term,AREA CODE,2,PEOPLE FROM MY AREA CODE
7BHAX69,Rejected,Sexual connotation,"69, SEXUAL REFERENCE",1,RANDOM
8O55LFE,Rejected,Vulgar or degrading term,AREA CODE,2,WORK RELATED.
818BRED,Rejected,Vulgar or degrading term,AREA CODE,2,RAISED IN THE 818 SAN FERNANDO VALLEY.
88KANE,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,PATRICK KANE #88 FROM THE CHICAGO BLACKHAWKS IN THE NHL.
PDYTAT,Rejected,Sexual connotation,"PUSSY CAT IN TWEETY BIRDS VOICE/ACCENT, SEXUAL REFERENCE",1,PUSSY CAT
MURA18,Rejected,Vulgar or degrading term,"18, GANG REFERENCE",2,MOORISH TRUST
MY13S,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,MY KIDS SPORTS JERSEYS ARE #13
1388,Rejected,Vulgar or degrading term,13 AND 88 ARE BOTH GANG REFERENCES,2,LUCKY
CNSIDU,Rejected,Sexual connotation,"C INSIDE YOU, THE C COULD STAND FOR COCK, SEXUAL REFERENCE",1,I SEE INSIDE YOU.... XRAY/MRI TECHNOLOGIST PROFESSION
URMYSS,Rejected,Sexual connotation,"SS COULD STAND FOR ASS, SEXUAL REFERENCE",1,YOU ARE MY SUNSHINE
A55DUDE,Rejected,Sexual connotation,LOOKS LIKE ASS DUDE,1,SONY ALPHA 55 SLR CLUB CHAPTER PRESIDENT
4EVRNYU,Rejected,Sexual connotation,"NYU COULD STAND FOR NEW YORK UNIVERSITY BUT THE PLATE ALL TOGETHER SOUNDS LIKE 4 EVER IN YOU, SEXUAL REFERENCE",1,FOREVER NEW YORK UNIVERSITY
BBBLUEZ,Accepted,Vulgar or degrading term,"BLUE, GANG REFERENCE",2,MY HUSBAND KIDS AND I ALL HAVE BLUE EYES
DMNDIVA,Rejected,Swear word or profane,"DAMN, PROFANITY",3,DIAMOND DIVA
FLYFYT,Rejected,Vulgar or degrading term,"FIGHT, HOSTILE",2,I.M A USAF FIGHTER PILOT. WE FLY TO FIGHT BAD GUYS.
GDELEON,Rejected,Vulgar or degrading term,"G, GANG REFERENCE",2,OWNERS NAME
GETSTKD,Rejected,Vulgar or degrading term,"COULD BE GET STAKED, HOSTILE",2,GET STOKED! MEANS TO GET EXCITED
JAZZY88,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,I WILL BE 88 YEARS OF AGE IN 30 YEARS. 30 PLUS  58 EQUALS 88.
JOJOG,Rejected,Vulgar or degrading term,"G, GANG REFERENCE",2,MY NICK NAME AND LAST NAME INITAL
KATZBEE,Accepted,Sexual connotation,"CAT, SEXUAL REFERENCE",1,KATHY'S SUPERBEE
MMEOW,Accepted,Sexual connotation,SEXUAL REFERENCE,1,MEOW
REDVDG,Accepted,Vulgar or degrading term,"RED, GANG REFERENCE",2,RED VIZSLA DOG
SFTBAL5,Rejected,Sexual connotation,"LOOKS LIKE SOFT BALLS, SEXUAL REFERENCE",1,WE ARE A SOFTBALL FAMILY OF 5
UNEEDAC,Accepted,Sexual connotation,"COULD BE YOU NEED A COCK, SEXUAL REFERENCE",1,AC COMTROCTOR
URSRVD,Rejected,Vulgar or degrading term,"YOU, HOSTILE",2,YOU ARE SERVED
YASPUTA,Rejected,Swear word or profane,PUTA MEANS SLUT IN SPANISH,3,YES GIRL.
1DAWGS3,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,"#1 IS MY DAUGHTERS RIDING NUMBER, DESERT DAWGS IS OUR GROUP, AND I AM #3"
122O7,Accepted,Deleted from series,ALL DIGITS,6,12=L 20=T 7=G
15O2,Accepted,Deleted from series,ALL DIGITS,6,OB
2SSAVGE,Rejected,Vulgar or degrading term,"SAVAGE, HOSTILE TERM",2,WAY TO AWESOME
7RATEDR,Accepted,Sexual connotation,RATED R SOUNDS LIKE IT COULD BE SEXUAL/BAD,1,"I DRIVE A 7TH GEN VW GOLF R, THE PLATE MEANS THAT MY VW GOLF IS ""RATED R"""
8PIGS,Rejected,Misrepresents law enforcement,"PIG, POLICE REFERENCE",5,FARMER
8SC3K13,Rejected,Vulgar or degrading term,"13, GANG REFERENCE",2,A MIX OF MY INITIALS AND AN IMPORTANT DATE 3/13/08
91OLBLU,Accepted,Vulgar or degrading term,"BLUE, GANG REFERENCE",2,RESTORING MY TRUCK AND I WOULD LIKE TO PERSONALIZE IT.
AWSUMGS,Accepted,Vulgar or degrading term,"G, GANG REFERENCE",2,AWESOME GS (BMW MODEL)
CL45ACP,Rejected,Vulgar or degrading term,GUN REFERENCE,2,COCK AND LOCKED 45 AUTOMATIC COLT PISTOL
TAYSTYY,Accepted,Sexual connotation,COULD BE TAKEN AS SEXUAL,1,PRETTY
GR8TM8,Accepted,Sexual connotation,"LOOKS LIKE GREAT TO MATE, SEXUAL REFERENCE",1,GREAT TEAMMATE
HOTTCAT,Accepted,Sexual connotation,"CAT, SEXUAL REFERENCE",1,GOOD LOOKING/ COOL CAR
H8WINTR,Rejected,Vulgar or degrading term,"HATE, HOSTILE",2,I DISLIKE WINTER. THE CAR IS A CONVERTIBLE
LMFT559,Rejected,Vulgar or degrading term,AREA CODE,2,LICENSED MARRIAGE AND FAMILY THERAPIST IN 559 AREA CODE
TALIBN,Rejected,Vulgar or degrading term,TALIBAN,2,
BTY BLK,Rejected,Vulgar or degrading term,BETTY BLACK,2,name of car
CISSI 12,Rejected,Vulgar or degrading term,SISSY A DEROGATORY TERM TOWARDS GAYS,2,daughters name
DCH MSTR,Rejected,Vulgar or degrading term,DUTCH MASTER,2,
DYLAN18,Rejected,Vulgar or degrading term,18 GANG REFERENCE,2,name and birthday
EL 8A,Accepted,Sexual connotation,8 LOOKS LIKE ATE,1,my last name
G DIRTE5,Rejected,Vulgar or degrading term,G AS IN GANGSTER,2,g35 infinit model
LEMAH 1,Accepted,Vulgar or degrading term,WEAK IN SPANISH,2,
LVE HYB,Rejected,Vulgar or degrading term,LOVE HIT YOUR BITCH,2,love for hyrbrid cars
M11I11M,Accepted,Deleted from series,LOOK A LIKE SUBSTITUTE,6,first name and initials at both end and my numbers
NGYN JT,Rejected,Vulgar or degrading term,LAST NGUYEN LOOLS LIKE INGIN INDIAN SLANG,2,nguyen johnny tiff
T BALLA,Rejected,Vulgar or degrading term,BALLA BALLER,2,
THINGE,Rejected,Sexual connotation,THINGY TERM FOR PENIS,1,volkswagon thing
UF ENG,Rejected,Swear word or profane,YOU F'ING,3,school
UPNDN 18,Rejected,Vulgar or degrading term,18 GANG REFERENCE,2,elevator man union #
V8 HUNTR,Rejected,Vulgar or degrading term,HUNTER,2,motorsize
YOU CME,Rejected,Sexual connotation,YOU CUM,1,you see me
6SMG M3,Rejected,Vulgar or degrading term,GUN,2,lucky #
HOGTYDE,Rejected,Vulgar or degrading term,HOG TIDE,2,harley saying
GODOY 88,Rejected,Vulgar or degrading term,88 HITLER REFERENCE,2,last name
KAISE HO,Rejected,Sexual connotation,HO,1,how are you in Hindi
PSST COM,Rejected,Vulgar or degrading term,PSST COME HERE looks like pissed,2,ps strategic communication
SBALWS,Rejected,Sexual connotation,"SIMILAR TO BALLS, SEXUAL REFERENCE",1,
SHOP4D,Rejected,Sexual connotation,"""SHOP FOR D"" THE D COULD STAND FOR DICK, SEXUAL REFERENCE",1,
SKANSK,Rejected,Swear word or profane,LOOKS SIMILAR TO SKANKS,3,
SNPNUT,Accepted,Sexual connotation,"NUT, SEXUAL REFERENCE",1,
SNPY5O,Accepted,Misrepresents law enforcement,"5O, POLICE REFERENCE",5,
SPAAAZ,Accepted,Negative connotation to group,SOME COULD FIND OFFENSIVE,4,
SWTBLU,Accepted,Vulgar or degrading term,"BLUE, GANG REFERENCE",2,
SYC88,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,
TAILUP,Rejected,Sexual connotation,"TAIL IS ANOTHER WORD FOR ASS. ""ASS UP""",1,
TATCAT,Accepted,Sexual connotation,"CAT, SEXUAL REFERENCE",1,
TNTANT,Rejected,Vulgar or degrading term,"TNT, WEAPON REFERENCE",2,
TNTLUV,Rejected,Vulgar or degrading term,"TNT, WEAPON REFERENCE",2,
TORITT,Rejected,Sexual connotation,"TT, SEXUAL REFERENCE",1,
TOYPOO,Rejected,Swear word or profane,"POO, OBSCENE",3,
UGT2GO,Rejected,Vulgar or degrading term,"U, HOSTILE",2,
VISEXP,Rejected,Sexual connotation,"SEX, SEXUAL REFERENCE",1,
WAD4U,Rejected,Vulgar or degrading term,"U, HOSTILE",2,
WOCAT,Accepted,Sexual connotation,"CAT, SEXUAL REFERENCE",1,
WOOD88,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,
1BLUB,Accepted,Vulgar or degrading term,"BLUE, GANG REFERENCE",2,
18FUMA,Rejected,Vulgar or degrading term,"18, GANG REFERENCE",2,
2M8OS,Rejected,Vulgar or degrading term,"M8O IS A SMALL EXPLOSIVE, WEAPON REFERENCE",2,
2SKNKS,Rejected,Swear word or profane,LOOKS SIMILAR TO SKANKS,3,
28CLAM,Rejected,Sexual connotation,"CLAM, SEXUAL REFERENCE",1,
4MYKAT,Accepted,Sexual connotation,"KAT, SEXUAL REFERENCE",1,
4OCT5O,Accepted,Misrepresents law enforcement,"5O, POLICE REFERENCE",5,
5PNUTS,Accepted,Sexual connotation,"NUT, SEXUAL REFERENCE",1,
5X5PSY,Rejected,Sexual connotation,PSY COULD SOUND LIKE PUSSY,1,
7FTWM7,Rejected,Swear word or profane,"FTW, FUCK THE WORLD",3,
74PNUT,Accepted,Sexual connotation,"NUT, SEXUAL REFERENCE",1,
75NYPD,Rejected,Misrepresents law enforcement,"NYPD, POLICE REFERENCE",5,
8ABONE,Rejected,Sexual connotation,"ATE, SEXUAL REFERENCE",1,
88DDKY,Rejected,Vulgar or degrading term,"88, GANG REFERENCE",2,
ADOLF M,Rejected,Vulgar or degrading term,ADOLF,2,
AGU88,Rejected,Vulgar or degrading term,88 HITLER REFERENCE,2,
ALESS18,Rejected,Vulgar or degrading term,18 HITLER REFERENCE,2,SON
ATOMBEE,Rejected,Vulgar or degrading term,ATOM AS IN BOMB,2,MY FIRST NAME AND LAST INITIAL
BENG DI,Accepted,Sexual connotation,BANG D AS PENIS,1,DANCE
CAYM WNT,Accepted,Sexual connotation,CAME WENT,1,CAME AND WENT - THIS PLATE WILL BE USED ON A PORSCHE CAYMEN
CCKUMR1,Rejected,Sexual connotation,CUMMER,1,BUSINESS COMPANY
COOL NGA,Rejected,Vulgar or degrading term,COOL NIGGA,2,COOL NAME
DUB13,Rejected,Vulgar or degrading term,13 GANG REFERENCE,2,THE NICKNAME I GOT IN THE NAVY AND HAS STUCK WITH ME IS DUB AND 13 IS MY FAVORITE NUMBER
EFG FAM,Rejected,Swear word or profane,EFFING FAM,3,ELEANOR AND FRANK GONZALES FAMILY.
FIONA B,Rejected,Swear word or profane,BITCH,3,FIRST NAME LAST NAME INITIAL
F VENGCO,Rejected,Swear word or profane,FUCK VENGCO,3,MY FIRST NAME AND LAST NAME
GGGGGG,Accepted,Vulgar or degrading term,G AS IN GANGSTER,2,"THE PLATE I WOULD LIKE TO ORDER CONTAINS THE INITIALS OF ALL THE MEN IN MY FAMILY. MYSELF, MY FATHER AND MY GRANDFATHER WHO PASSED ON."
G8HUNTR,Rejected,Vulgar or degrading term,GATE HUNTR,2,GREAT HUNTER
HATER8,Rejected,Vulgar or degrading term,HATER,2,
HBCH T20,Rejected,Vulgar or degrading term,BITCH CUSTOMER DOES NOT LIVE IN HUNTINGTON BEACH,2,HUNTINGTON BEACH TOWER 20
HELL BAE,Rejected,Swear word or profane,HELL,3,SHELBY + BABY = HELLBAE BEFORE ANYONE ELSE)
H83PUTS,Rejected,Vulgar or degrading term,HATE,2,HATE THREE- PUTTS GOLF RELATED TERMS
INFO WRS,Rejected,Vulgar or degrading term,WAR,2,INFORMATION WORDS TECH TERM
IRAQI 93,Accepted,Vulgar or degrading term,IRAQI,2,ITS MY COUNTRY IRAQ AND 93 IS WHEN I WAS BORN
IS 16 MAG,Rejected,Vulgar or degrading term,MAG  AS INMAGAZIEN GUN,2,INTIALS
JST1BTE,Accepted,Vulgar or degrading term,JUST ONE BITE,2,JUST ONE BITE - EVIL QUEEN IN SNOW WHITE
KILINIT,Rejected,Vulgar or degrading term,KILLING IT,2,
KLSTRLK,Rejected,Vulgar or degrading term,KILLS,2,I'M UNBELIEVABLY LUCKY I'M A CLUSTER OF LUCK
LAPD P71,Rejected,Misrepresents law enforcement,LA PD,5,
LOVE BJ,Rejected,Sexual connotation,BJ BLOW JOB,1,I LOVE BEIJING
MCFLY14,Accepted,Vulgar or degrading term,14 GANG REFERENCE,2,CHILDHOOD MOVIE.
MF SQARE,Rejected,Swear word or profane,MOTHER FUCKING,3,MY NAME IS MICHELE FITZSIMONS. MY HUSBAND'S NAME IS MICHAEL FISHER. TOGETHER WE ARE MFSQURARED.
MI BEA,Rejected,Swear word or profane,MY BITCH,3,MY BEAST
M472100,Rejected,Deleted from series,LOOK  A LIKE,6,LUCKY NUMBERS
NUDS PLS,Rejected,Sexual connotation,NUDES PLEASE,1,"NORTHWESTERN UNIVERSITY DENTAL SCHOOL ALUMNI, MY PRACTICE MENTORS AND HIRES RECENT GRADUATES."
OG CRUZ9,Rejected,Vulgar or degrading term,OG ORIGINAL GANGSTER,2,O GEOFFREY CRUZ 9
OTW FYB,Rejected,Sexual connotation,ON THE WAY TO FUCK YOUR BITCH,1,
PEWPEWS,Rejected,Vulgar or degrading term,PEW PEW GUN SOUND,2,STARWARS STORMTROOPER THEMED TOYOTA RAV4 SUV. THE SOUND STORMTROOPERS MAKE.
PHOTO 14,Accepted,Vulgar or degrading term,14 GANG REFERENCE,2,
PNK PNTR,Accepted,Sexual connotation,PINK .. PINK PANTHER,1,PINK PANTHER
PNKYBNZ,Rejected,Sexual connotation,PINKY BENZ,1,
PSYCHPS,Rejected,Sexual connotation,LOOS LIKE A SEXUAL REFERENCE OR PSYCH PS,1,AM A PSYCHOLOGIST IN PALM SPRINGS
RAW FIT,Rejected,Sexual connotation,RAW FIT SEXUAL REFERENCE,1,NAME OF A GYM
SEWER2,Accepted,Vulgar or degrading term,SEWER COULD MEAN SHIT,2,
SEWER7,Accepted,Vulgar or degrading term,SEWER COULD MEAN SHIT,2,
SHAGN,Rejected,Sexual connotation,SHAGGIN,1,THIS IS GOING ON A 1977 PINTO WAGON AND THEY WERE REFERRED TO AS SHAGGON WAGONS. THANKS
SHMUCLY,Accepted,Vulgar or degrading term,SHMUCK,2,NICKNAME
TAHOE 13,Accepted,Vulgar or degrading term,13 GANG REFERENCE,2,YEAR I MOVED TO TAHOE
USDAPRM,Accepted,Sexual connotation,USDA PREMIUM MEAT,1,USDA PRIME. IT'S A GRADE OF BEEF. I'M A CHEF AND COOK/BUTCHER MEAT FOR A LIVING
WIXHELL,Accepted,Vulgar or degrading term,HELL,2,
XCUZU,Rejected,Vulgar or degrading term,EXCUSE YOU,2,
YPAPA D,Rejected,Vulgar or degrading term,PAPA D,2,WHY PAPA D
22A2A22,Rejected,Swear word or profane,LOOKS LIKE ASS BOTH WAYS,3,SPORTS NUMBER
28 TACOS,Rejected,Sexual connotation,TACO,1,
3LOH SA,Rejected,Swear word or profane,ASS HOLE BACKWARDS,3,MY WIFE'S GREAT GRANDMOTHERS INITIALS MINE AND WIFE FOLLOW
313LION,Accepted,Vulgar or degrading term,AREA CODE,2,DETROIT LIONS
4DASOFF,Accepted,Vulgar or degrading term,NOT SURE,2,FIREFIGHTERS SCHEDULE OF 4 DAYS OFF FOR EVERY 2 WORKED
4DR HOAR,Rejected,Sexual connotation,4 DOOR WHORE,1,4 DOOR PICKUP
842016R,Rejected,Deleted from series,LOOK  A LIKE,6,CHERISHED FAMILY MEMORIES
BAK AWF,Rejected,Vulgar or degrading term,BACK OFF,2,
BRUIN 88,Rejected,Vulgar or degrading term,88 HITLER REFERENCE,2,
DUECE IT,Accepted,Vulgar or degrading term,DEUCE IT FUCK IT LET IT GO,2,
TRAMP 17,Rejected,Sexual connotation,TRAMP,1,
G $GMEN,Accepted,Vulgar or degrading term,G AS IN GANGSTER,2,"GO GMEN"" THIS IS IN SUPPORT OF THE SAN FRANCISCO GIANTS"
DJCRM11,Rejected,Vulgar or degrading term,DJ CREAM,2,
1LSSGOD,Rejected,Vulgar or degrading term,1 LESS GOD,2,1 LESS GOD
CNR KILR,Rejected,Vulgar or degrading term,KILLER,2,CANCER KILLER
FU MIKE,Rejected,Swear word or profane,FUCK YOU MIKE,3,KUNG FU MIKE
MOON8,Accepted,Vulgar or degrading term,MOON IT,2,
85BUD16,Rejected,Vulgar or degrading term,BUD AS IN MARIJUANA,2,"MY SON'S YEAR OF BIRTH, NICKNAME AND YEAR OF DEATH"
88RK268,Rejected,Vulgar or degrading term,88 HITLER REFERENCE,2,
BCH4YOU,Rejected,Vulgar or degrading term,BEACH FOR YOU OR BITCH FOR YOU,2,I'M A REAL ESTATE AGENT WHO SELLS BEACH PROPERT
JP 4U2,Rejected,Vulgar or degrading term,"JAP? NO JEEP ON ANI, NOT CUSTOMER INITIALS",2,
KAMI88,Rejected,Vulgar or degrading term,"88=HATE SYMBOL, NO 1988 CAR ON ANI (ALSO LOOKS LIKE OLD AUTO PLATE)",2,
KILRNY,Rejected,Vulgar or degrading term,KILLER NY,2,
L BLU,Accepted,Vulgar or degrading term,BLUE,2,
LOV2DY,Rejected,Vulgar or degrading term,LOVE TODAY OR TO DIE?,2,
LU OTI,Rejected,Vulgar or degrading term,"LUOTI=BULLET IN FINNISH, WHEN I GOOGLED IT PICTURES OF BULLETS CAME UP. NO FORD ON ANI (BULLIT CAR)",2,
MFAM41,Rejected,Swear word or profane,MF=MOTHERFUCKER. NOT NAME INITIALS,3,
MKLUVN,Rejected,Sexual connotation,PROBABLY MEANS MC LOVIN (FROM MOVIE SUPERBAD) BUT THIS COMES OUT LIKE MAKE LOVIN. MAKE LOVE=SEX,1,
MRPINK,Rejected,Sexual connotation,PINK=PUSSY BUT THIS IS HIS REAL LAST NAME,1,
NAVY14,Accepted,Vulgar or degrading term,14=HATE SYMBOL. BUT DOES HAVE 2014 CHEVY,2,
NEKOBS,Accepted,Sexual connotation,"NEKO=CAT IN JAPANESE, BS?",1,
OGLHKR,Rejected,Vulgar or degrading term,OG,2,
OOPNIP,Rejected,Vulgar or degrading term,NIP IS DEROG. FOR JAPANESE,2,
PCKGOG,Rejected,Vulgar or degrading term,OG,2,
PIGGYO,Rejected,Misrepresents law enforcement,"PIGG YO, TAUNTING LAW ENFORCEMENT",5,
PIPIB,Rejected,Swear word or profane,"PEEPEE, URINE",3,
RED 1B,Accepted,Vulgar or degrading term,RED=GANG COLOR,2,
AAH G,Rejected,Vulgar or degrading term,STAND ALONE G = GANGSTER,2,
AZAZ 1,Rejected,Swear word or profane,AZ = ASS?,3,
AZAZ 2,Rejected,Swear word or profane,AZ = ASS?,3,
BDBAZ,Rejected,Swear word or profane,BAD ASS,3,
BJHARO,Rejected,Sexual connotation,PULLED FOR BJ,1,
BLUFVE,Rejected,Misrepresents law enforcement,LAW ENFORCEMENT REFERENCE?,5,
BOPPR8,Rejected,Sexual connotation,BOPPER CAN MEAN A WOMAN GIVING ORAL SEX,1,
BRZUKA,Rejected,Vulgar or degrading term,BAZOOKA,2,
BUC4ME,Rejected,Sexual connotation,COULD HAVE SEXUAL CONNOTATION,1,
BUNBUN,Rejected,Sexual connotation,COULD HAVE SEXUAL CONNOTATION,1,
CHARDZ,Rejected,Vulgar or degrading term,"ACCORDING TO URBAN DICTIONARY, CHARD CAN BE A DEROGATORY TERM FOR PENIS",2,
CNE13,Rejected,Vulgar or degrading term,13 = GANG NUMBER,2,
DAGGR,Rejected,Vulgar or degrading term,HOSTILE,2,
DBLOND,Rejected,Sexual connotation,DIRTY BLONDE COULD HAVE SEXUAL CONNOTATION,1,
DGLIPS,Rejected,Sexual connotation,COULD HAVE SEXUAL CONNOTATION (VAGINA),1,
DG LPS,Rejected,Sexual connotation,COULD HAVE SEXUAL CONNOTATION (VAGINA),1,
DIYFTW,Rejected,Swear word or profane,FTW = FUCK THE WORLD,3,
D KITY,Rejected,Sexual connotation,COULD HAVE SEXUAL CONNOTATION,1,
DOGLPS,Rejected,Sexual connotation,COULD HAVE SEXUAL CONNOTATION (VAGINA),1,
DOGYDO,Rejected,Vulgar or degrading term,DOG POOP,2,
FNXFYR,Rejected,Vulgar or degrading term,"FNX = FUCKIN' EX, FYR = FLASH YOUR RACK",2,
GKLOVE,Rejected,Sexual connotation,GK = GO KINKY (SEXUAL),1,
GMBATE,Rejected,Sexual connotation,MASTURBATE?,1,
GNGLOV,Rejected,Vulgar or degrading term,GANG LOVE,2,
GOOD G,Rejected,Vulgar or degrading term,STAND ALONE G = GANGSTER,2,
GPALAA,Rejected,Vulgar or degrading term,G = GANGSTER,2,
GZFUZZ,Rejected,Misrepresents law enforcement,FUZZ CAN BE POLICE REFERENCE,5,
HB IWH,Rejected,Swear word or profane,HB = HOT BITCH,3,
HB RN,Rejected,Swear word or profane,HB = HOT BITCH,3,
HB S54,Rejected,Swear word or profane,HB = HOT BITCH,3,
HDBLGE,Rejected,Sexual connotation,HARD BULGE? COULD HAVE SEXUAL CONNOTATION,1,
